+=====+========+========+========+
|  #  | Cipher | Plain  |  Key   | Proof: Cipher ⊕ Plain = Key
| 198 | KHHLTK | RETILE | THTSTK | [011 001 001 100 111 011] ⊕ [101 000 111 010 100 000] = [111 001 111 110 111 011]
| 199 | KHHLTK | RETILL | THTSTT | [011 001 001 100 111 011] ⊕ [101 000 111 010 100 100] = [111 001 111 110 111 111]
| 200 | KHHLTK | RETIRE | THTSTK | [011 001 001 100 111 011] ⊕ [101 000 111 010 101 000] = [111 001 111 110 111 011]
| 201 | KHHLTK | RETREE | THTRTK | [011 001 001 100 111 011] ⊕ [101 000 111 101 000 000] = [111 001 111 101 111 011]
| 202 | KHHLTK | RETTER | THTTTT | [011 001 001 100 111 011] ⊕ [101 000 111 111 000 101] = [111 001 111 111 111 111]
| 203 | KHHLTK | RETTKE | THTTTK | [011 001 001 100 111 011] ⊕ [101 000 111 111 011 000] = [111 001 111 111 111 011]
| 204 | KHHLTK | RHESIS | THHSTT | [011 001 001 100 111 011] ⊕ [101 001 000 110 010 110] = [111 001 001 110 111 111]
| 205 | KHHLTK | RIESEL | TKHSTT | [011 001 001 100 111 011] ⊕ [101 010 000 110 000 100] = [111 011 001 110 111 111]
| 206 | KHHLTK | RILLES | TKRLTT | [011 001 001 100 111 011] ⊕ [101 010 100 100 000 110] = [111 011 101 100 111 111]
| 207 | KHHLTK | RILLET | TKRLTT | [011 001 001 100 111 011] ⊕ [101 010 100 100 000 111] = [111 011 101 100 111 111]
| 208 | KHHLTK | RILLIS | TKRLTT | [011 001 001 100 111 011] ⊕ [101 010 100 100 010 110] = [111 011 101 100 111 111]
| 209 | KHHLTK | RISERS | TKTLTT | [011 001 001 100 111 011] ⊕ [101 010 110 000 101 110] = [111 011 111 100 111 111]
| 210 | KHHLTK | RISHIS | TKTRTT | [011 001 001 100 111 011] ⊕ [101 010 110 001 010 110] = [111 011 111 101 111 111]
| 211 | KHHLTK | RISKER | TKTTTT | [011 001 001 100 111 011] ⊕ [101 010 110 011 000 101] = [111 011 111 111 111 111]
| 212 | KHHLTK | RISSEL | TKTSTT | [011 001 001 100 111 011] ⊕ [101 010 110 110 000 100] = [111 011 111 110 111 111]
| 213 | KHHLTK | RISSER | TKTSTT | [011 001 001 100 111 011] ⊕ [101 010 110 110 000 101] = [111 011 111 110 111 111]
| 214 | KHHLTK | RISSLE | TKTSTK | [011 001 001 100 111 011] ⊕ [101 010 110 110 100 000] = [111 011 111 110 111 011]
| 215 | KHHLTK | RITTER | TKTTTT | [011 001 001 100 111 011] ⊕ [101 010 111 111 000 101] = [111 011 111 111 111 111]
| 216 | KHHLTK | SEEKER | THHTTT | [011 001 001 100 111 011] ⊕ [110 000 000 011 000 101] = [111 001 001 111 111 111]
| 217 | KHHLTK | SEESEE | THHSTK | [011 001 001 100 111 011] ⊕ [110 000 000 110 000 000] = [111 001 001 110 111 011]
| 218 | KHHLTK | SEETHE | THHTTK | [011 001 001 100 111 011] ⊕ [110 000 000 111 001 000] = [111 001 001 111 111 011]
| 219 | KHHLTK | SEISER | THKSTT | [011 001 001 100 111 011] ⊕ [110 000 010 110 000 101] = [111 001 011 110 111 111]
| 220 | KHHLTK | SEISES | THKSTT | [011 001 001 100 111 011] ⊕ [110 000 010 110 000 110] = [111 001 011 110 111 111]
| 221 | KHHLTK | SEITER | THKTTT | [011 001 001 100 111 011] ⊕ [110 000 010 111 000 101] = [111 001 011 111 111 111]
| 222 | KHHLTK | SEKERE | THKLTK | [011 001 001 100 111 011] ⊕ [110 000 011 000 101 000] = [111 001 011 100 111 011]
| 223 | KHHLTK | SELLER | THRLTT | [011 001 001 100 111 011] ⊕ [110 000 100 100 000 101] = [111 001 101 100 111 111]
| 224 | KHHLTK | SELLES | THRLTT | [011 001 001 100 111 011] ⊕ [110 000 100 100 000 110] = [111 001 101 100 111 111]
| 225 | KHHLTK | SELLIE | THRLTK | [011 001 001 100 111 011] ⊕ [110 000 100 100 010 000] = [111 001 101 100 111 011]
| 226 | KHHLTK | SELTER | THRTTT | [011 001 001 100 111 011] ⊕ [110 000 100 111 000 101] = [111 001 101 111 111 111]
| 227 | KHHLTK | SEREST | THRLTT | [011 001 001 100 111 011] ⊕ [110 000 101 000 110 111] = [111 001 101 100 111 111]
| 228 | KHHLTK | SERETH | THRLTK | [011 001 001 100 111 011] ⊕ [110 000 101 000 111 001] = [111 001 101 100 111 011]
| 229 | KHHLTK | SERIES | THRSTT | [011 001 001 100 111 011] ⊕ [110 000 101 010 000 110] = [111 001 101 110 111 111]
| 230 | KHHLTK | SERLES | THRLTT | [011 001 001 100 111 011] ⊕ [110 000 101 100 000 110] = [111 001 101 100 111 111]
| 231 | KHHLTK | SESELI | THTLTK | [011 001 001 100 111 011] ⊕ [110 000 110 000 100 010] = [111 001 111 100 111 011]
| 232 | KHHLTK | SESSER | THTSTT | [011 001 001 100 111 011] ⊕ [110 000 110 110 000 101] = [111 001 111 110 111 111]
| 233 | KHHLTK | SESTET | THTTTT | [011 001 001 100 111 011] ⊕ [110 000 110 111 000 111] = [111 001 111 111 111 111]
| 234 | KHHLTK | SETIER | THTSTT | [011 001 001 100 111 011] ⊕ [110 000 111 010 000 101] = [111 001 111 110 111 111]
| 235 | KHHLTK | SETTEE | THTTTK | [011 001 001 100 111 011] ⊕ [110 000 111 111 000 000] = [111 001 111 111 111 011]
| 236 | KHHLTK | SETTER | THTTTT | [011 001 001 100 111 011] ⊕ [110 000 111 111 000 101] = [111 001 111 111 111 111]
| 237 | KHHLTK | SETTLE | THTTTK | [011 001 001 100 111 011] ⊕ [110 000 111 111 100 000] = [111 001 111 111 111 011]
| 238 | KHHLTK | SHEERS | THHLTT | [011 001 001 100 111 011] ⊕ [110 001 000 000 101 110] = [111 001 001 100 111 111]
| 239 | KHHLTK | SHEETS | THHLTT | [011 001 001 100 111 011] ⊕ [110 001 000 000 111 110] = [111 001 001 100 111 111]
| 240 | KHHLTK | SHEIKH | THHSTK | [011 001 001 100 111 011] ⊕ [110 001 000 010 011 001] = [111 001 001 110 111 011]
| 241 | KHHLTK | SHEIKS | THHSTT | [011 001 001 100 111 011] ⊕ [110 001 000 010 011 110] = [111 001 001 110 111 111]
| 242 | KHHLTK | SHEKEL | THHTTT | [011 001 001 100 111 011] ⊕ [110 001 000 011 000 100] = [111 001 001 111 111 111]
| 243 | KHHLTK | SHELLI | THHLTK | [011 001 001 100 111 011] ⊕ [110 001 000 100 100 010] = [111 001 001 100 111 011]
| 244 | KHHLTK | SHELLS | THHLTT | [011 001 001 100 111 011] ⊕ [110 001 000 100 100 110] = [111 001 001 100 111 111]
| 245 | KHHLTK | SHEREE | THHRTK | [011 001 001 100 111 011] ⊕ [110 001 000 101 000 000] = [111 001 001 101 111 011]
| 246 | KHHLTK | SHERER | THHRTT | [011 001 001 100 111 011] ⊕ [110 001 000 101 000 101] = [111 001 001 101 111 111]
| 247 | KHHLTK | SHERIE | THHRTK | [011 001 001 100 111 011] ⊕ [110 001 000 101 010 000] = [111 001 001 101 111 011]
| 248 | KHHLTK | SHERRI | THHRTK | [011 001 001 100 111 011] ⊕ [110 001 000 101 101 010] = [111 001 001 101 111 011]
| 249 | KHHLTK | SHIEKH | THKLTK | [011 001 001 100 111 011] ⊕ [110 001 010 000 011 001] = [111 001 011 100 111 011]
| 250 | KHHLTK | SHIELS | THKLTT | [011 001 001 100 111 011] ⊕ [110 001 010 000 100 110] = [111 001 011 100 111 111]
| 251 | KHHLTK | SHIERS | THKLTT | [011 001 001 100 111 011] ⊕ [110 001 010 000 101 110] = [111 001 011 100 111 111]
| 252 | KHHLTK | SHIEST | THKLTT | [011 001 001 100 111 011] ⊕ [110 001 010 000 110 111] = [111 001 011 100 111 111]
| 253 | KHHLTK | SHIITE | THKSTK | [011 001 001 100 111 011] ⊕ [110 001 010 010 111 000] = [111 001 011 110 111 011]
| 254 | KHHLTK | SHIKII | THKTTK | [011 001 001 100 111 011] ⊕ [110 001 010 011 010 010] = [111 001 011 111 111 011]
| 255 | KHHLTK | SHIKSE | THKTTK | [011 001 001 100 111 011] ⊕ [110 001 010 011 110 000] = [111 001 011 111 111 011]
| 256 | KHHLTK | SHILLS | THKLTT | [011 001 001 100 111 011] ⊕ [110 001 010 100 100 110] = [111 001 011 100 111 111]
| 257 | KHHLTK | SHIRES | THKRTT | [011 001 001 100 111 011] ⊕ [110 001 010 101 000 110] = [111 001 011 101 111 111]
| 258 | KHHLTK | SHIRKS | THKRTT | [011 001 001 100 111 011] ⊕ [110 001 010 101 011 110] = [111 001 011 101 111 111]
| 259 | KHHLTK | SHIRRS | THKRTT | [011 001 001 100 111 011] ⊕ [110 001 010 101 101 110] = [111 001 011 101 111 111]
| 260 | KHHLTK | SHIRTS | THKRTT | [011 001 001 100 111 011] ⊕ [110 001 010 101 111 110] = [111 001 011 101 111 111]
| 261 | KHHLTK | SHISTS | THKSTT | [011 001 001 100 111 011] ⊕ [110 001 010 110 111 110] = [111 001 011 110 111 111]
| 262 | KHHLTK | SHRIEK | THRSTK | [011 001 001 100 111 011] ⊕ [110 001 101 010 000 011] = [111 001 101 110 111 011]
| 263 | KHHLTK | SHRIER | THRSTT | [011 001 001 100 111 011] ⊕ [110 001 101 010 000 101] = [111 001 101 110 111 111]
| 264 | KHHLTK | SHRIKE | THRSTK | [011 001 001 100 111 011] ⊕ [110 001 101 010 011 000] = [111 001 101 110 111 011]
| 265 | KHHLTK | SHRILL | THRSTT | [011 001 001 100 111 011] ⊕ [110 001 101 010 100 100] = [111 001 101 110 111 111]
| 266 | KHHLTK | SHRITE | THRSTK | [011 001 001 100 111 011] ⊕ [110 001 101 010 111 000] = [111 001 101 110 111 011]
| 267 | KHHLTK | SHTETL | THTLTT | [011 001 001 100 111 011] ⊕ [110 001 111 000 111 100] = [111 001 111 100 111 111]
| 268 | KHHLTK | SHTIKS | THTSTT | [011 001 001 100 111 011] ⊕ [110 001 111 010 011 110] = [111 001 111 110 111 111]
| 269 | KHHLTK | SILKER | TKRTTT | [011 001 001 100 111 011] ⊕ [110 010 100 011 000 101] = [111 011 101 111 111 111]
| 270 | KHHLTK | SILKIE | TKRTTK | [011 001 001 100 111 011] ⊕ [110 010 100 011 010 000] = [111 011 101 111 111 011]
| 271 | KHHLTK | SILLER | TKRLTT | [011 001 001 100 111 011] ⊕ [110 010 100 100 000 101] = [111 011 101 100 111 111]
| 272 | KHHLTK | SIREES | TKRLTT | [011 001 001 100 111 011] ⊕ [110 010 101 000 000 110] = [111 011 101 100 111 111]
| 273 | KHHLTK | SIRESS | TKRLTT | [011 001 001 100 111 011] ⊕ [110 010 101 000 110 110] = [111 011 101 100 111 111]
| 274 | KHHLTK | SIRREE | TKRRTK | [011 001 001 100 111 011] ⊕ [110 010 101 101 000 000] = [111 011 101 101 111 011]
| 275 | KHHLTK | SISILE | TKTSTK | [011 001 001 100 111 011] ⊕ [110 010 110 010 100 000] = [111 011 111 110 111 011]
| 276 | KHHLTK | SISITH | TKTSTK | [011 001 001 100 111 011] ⊕ [110 010 110 010 111 001] = [111 011 111 110 111 011]
| 277 | KHHLTK | SISSEL | TKTSTT | [011 001 001 100 111 011] ⊕ [110 010 110 110 000 100] = [111 011 111 110 111 111]
| 278 | KHHLTK | SISSIE | TKTSTK | [011 001 001 100 111 011] ⊕ [110 010 110 110 010 000] = [111 011 111 110 111 011]
| 279 | KHHLTK | SISTER | TKTTTT | [011 001 001 100 111 011] ⊕ [110 010 110 111 000 101] = [111 011 111 111 111 111]
| 280 | KHHLTK | SISTLE | TKTTTK | [011 001 001 100 111 011] ⊕ [110 010 110 111 100 000] = [111 011 111 111 111 011]
| 281 | KHHLTK | SITHES | TKTRTT | [011 001 001 100 111 011] ⊕ [110 010 111 001 000 110] = [111 011 111 101 111 111]
| 282 | KHHLTK | SITTEE | TKTTTK | [011 001 001 100 111 011] ⊕ [110 010 111 111 000 000] = [111 011 111 111 111 011]
| 283 | KHHLTK | SITTER | TKTTTT | [011 001 001 100 111 011] ⊕ [110 010 111 111 000 101] = [111 011 111 111 111 111]
| 284 | KHHLTK | SKEETS | TKHLTT | [011 001 001 100 111 011] ⊕ [110 011 000 000 111 110] = [111 011 001 100 111 111]
| 285 | KHHLTK | SKELET | TKHLTT | [011 001 001 100 111 011] ⊕ [110 011 000 100 000 111] = [111 011 001 100 111 111]
| 286 | KHHLTK | SKIERS | TKKLTT | [011 001 001 100 111 011] ⊕ [110 011 010 000 101 110] = [111 011 011 100 111 111]
| 287 | KHHLTK | SKIEST | TKKLTT | [011 001 001 100 111 011] ⊕ [110 011 010 000 110 111] = [111 011 011 100 111 111]
| 288 | KHHLTK | SKILLS | TKKLTT | [011 001 001 100 111 011] ⊕ [110 011 010 100 100 110] = [111 011 011 100 111 111]
| 289 | KHHLTK | SKILTS | TKKLTT | [011 001 001 100 111 011] ⊕ [110 011 010 100 111 110] = [111 011 011 100 111 111]
| 290 | KHHLTK | SKIRLS | TKKRTT | [011 001 001 100 111 011] ⊕ [110 011 010 101 100 110] = [111 011 011 101 111 111]
| 291 | KHHLTK | SKIRRS | TKKRTT | [011 001 001 100 111 011] ⊕ [110 011 010 101 101 110] = [111 011 011 101 111 111]
| 292 | KHHLTK | SKIRTS | TKKRTT | [011 001 001 100 111 011] ⊕ [110 011 010 101 111 110] = [111 011 011 101 111 111]
| 293 | KHHLTK | SKITER | TKKTTT | [011 001 001 100 111 011] ⊕ [110 011 010 111 000 101] = [111 011 011 111 111 111]
| 294 | KHHLTK | SKITES | TKKTTT | [011 001 001 100 111 011] ⊕ [110 011 010 111 000 110] = [111 011 011 111 111 111]
| 295 | KHHLTK | SKREEL | TKRLTT | [011 001 001 100 111 011] ⊕ [110 011 101 000 000 100] = [111 011 101 100 111 111]
| 296 | KHHLTK | SKRIKE | TKRSTK | [011 001 001 100 111 011] ⊕ [110 011 101 010 011 000] = [111 011 101 110 111 011]
| 297 | KHHLTK | SLEEKS | TRHLTT | [011 001 001 100 111 011] ⊕ [110 100 000 000 011 110] = [111 101 001 100 111 111]
| 298 | KHHLTK | SLEETS | TRHLTT | [011 001 001 100 111 011] ⊕ [110 100 000 000 111 110] = [111 101 001 100 111 111]
| 299 | KHHLTK | SLIEST | TRKLTT | [011 001 001 100 111 011] ⊕ [110 100 010 000 110 111] = [111 101 011 100 111 111]
| 300 | KHHLTK | SSTTSS | TTTTTT | [011 001 001 100 111 011] ⊕ [110 110 111 111 110 110] = [111 111 111 111 111 111]
| 301 | KHHLTK | STEEKS | TTHLTT | [011 001 001 100 111 011] ⊕ [110 111 000 000 011 110] = [111 111 001 100 111 111]
| 302 | KHHLTK | STEELE | TTHLTK | [011 001 001 100 111 011] ⊕ [110 111 000 000 100 000] = [111 111 001 100 111 011]
| 303 | KHHLTK | STEELS | TTHLTT | [011 001 001 100 111 011] ⊕ [110 111 000 000 100 110] = [111 111 001 100 111 111]
| 304 | KHHLTK | STEERE | TTHLTK | [011 001 001 100 111 011] ⊕ [110 111 000 000 101 000] = [111 111 001 100 111 011]
| 305 | KHHLTK | STEERS | TTHLTT | [011 001 001 100 111 011] ⊕ [110 111 000 000 101 110] = [111 111 001 100 111 111]
| 306 | KHHLTK | STEIER | TTHSTT | [011 001 001 100 111 011] ⊕ [110 111 000 010 000 101] = [111 111 001 110 111 111]
| 307 | KHHLTK | STELES | TTHLTT | [011 001 001 100 111 011] ⊕ [110 111 000 100 000 110] = [111 111 001 100 111 111]
| 308 | KHHLTK | STELLE | TTHLTK | [011 001 001 100 111 011] ⊕ [110 111 000 100 100 000] = [111 111 001 100 111 011]
| 309 | KHHLTK | STERES | TTHRTT | [011 001 001 100 111 011] ⊕ [110 111 000 101 000 110] = [111 111 001 101 111 111]
| 310 | KHHLTK | STILES | TTKLTT | [011 001 001 100 111 011] ⊕ [110 111 010 100 000 110] = [111 111 011 100 111 111]
| 311 | KHHLTK | STILET | TTKLTT | [011 001 001 100 111 011] ⊕ [110 111 010 100 000 111] = [111 111 011 100 111 111]
| 312 | KHHLTK | STILLS | TTKLTT | [011 001 001 100 111 011] ⊕ [110 111 010 100 100 110] = [111 111 011 100 111 111]
| 313 | KHHLTK | STILTS | TTKLTT | [011 001 001 100 111 011] ⊕ [110 111 010 100 111 110] = [111 111 011 100 111 111]
| 314 | KHHLTK | STIRKS | TTKRTT | [011 001 001 100 111 011] ⊕ [110 111 010 101 011 110] = [111 111 011 101 111 111]
| 315 | KHHLTK | STITES | TTKTTT | [011 001 001 100 111 011] ⊕ [110 111 010 111 000 110] = [111 111 011 111 111 111]
| 316 | KHHLTK | STITHE | TTKTTK | [011 001 001 100 111 011] ⊕ [110 111 010 111 001 000] = [111 111 011 111 111 011]
| 317 | KHHLTK | STREEK | TTRLTK | [011 001 001 100 111 011] ⊕ [110 111 101 000 000 011] = [111 111 101 100 111 011]
| 318 | KHHLTK | STREEL | TTRLTT | [011 001 001 100 111 011] ⊕ [110 111 101 000 000 100] = [111 111 101 100 111 111]
| 319 | KHHLTK | STREET | TTRLTT | [011 001 001 100 111 011] ⊕ [110 111 101 000 000 111] = [111 111 101 100 111 111]
| 320 | KHHLTK | STREIT | TTRLTT | [011 001 001 100 111 011] ⊕ [110 111 101 000 010 111] = [111 111 101 100 111 111]
| 321 | KHHLTK | STREKE | TTRLTK | [011 001 001 100 111 011] ⊕ [110 111 101 000 011 000] = [111 111 101 100 111 011]
| 322 | KHHLTK | STRESS | TTRLTT | [011 001 001 100 111 011] ⊕ [110 111 101 000 110 110] = [111 111 101 100 111 111]
| 323 | KHHLTK | STRIKE | TTRSTK | [011 001 001 100 111 011] ⊕ [110 111 101 010 011 000] = [111 111 101 110 111 011]
| 324 | KHHLTK | TEERER | THHRTT | [011 001 001 100 111 011] ⊕ [111 000 000 101 000 101] = [111 001 001 101 111 111]
| 325 | KHHLTK | TEETEE | THHTTK | [011 001 001 100 111 011] ⊕ [111 000 000 111 000 000] = [111 001 001 111 111 011]
| 326 | KHHLTK | TEETER | THHTTT | [011 001 001 100 111 011] ⊕ [111 000 000 111 000 101] = [111 001 001 111 111 111]
| 327 | KHHLTK | TEETHE | THHTTK | [011 001 001 100 111 011] ⊕ [111 000 000 111 001 000] = [111 001 001 111 111 011]
| 328 | KHHLTK | TEHSIL | THHSTT | [011 001 001 100 111 011] ⊕ [111 000 001 110 010 100] = [111 001 001 110 111 111]
| 329 | KHHLTK | TEIHTE | THKRTK | [011 001 001 100 111 011] ⊕ [111 000 010 001 111 000] = [111 001 011 101 111 011]
| 330 | KHHLTK | TELLEE | THRLTK | [011 001 001 100 111 011] ⊕ [111 000 100 100 000 000] = [111 001 101 100 111 011]
| 331 | KHHLTK | TELLER | THRLTT | [011 001 001 100 111 011] ⊕ [111 000 100 100 000 101] = [111 001 101 100 111 111]
| 332 | KHHLTK | TERESE | THRLTK | [011 001 001 100 111 011] ⊕ [111 000 101 000 110 000] = [111 001 101 100 111 011]
| 333 | KHHLTK | TERETE | THRLTK | [011 001 001 100 111 011] ⊕ [111 000 101 000 111 000] = [111 001 101 100 111 011]
| 334 | KHHLTK | TERREL | THRRTT | [011 001 001 100 111 011] ⊕ [111 000 101 101 000 100] = [111 001 101 101 111 111]
| 335 | KHHLTK | TERRET | THRRTT | [011 001 001 100 111 011] ⊕ [111 000 101 101 000 111] = [111 001 101 101 111 111]
| 336 | KHHLTK | TERRIE | THRRTK | [011 001 001 100 111 011] ⊕ [111 000 101 101 010 000] = [111 001 101 101 111 011]
| 337 | KHHLTK | TERRIL | THRRTT | [011 001 001 100 111 011] ⊕ [111 000 101 101 010 100] = [111 001 101 101 111 111]
| 338 | KHHLTK | TERRIS | THRRTT | [011 001 001 100 111 011] ⊕ [111 000 101 101 010 110] = [111 001 101 101 111 111]
| 339 | KHHLTK | TERRIT | THRRTT | [011 001 001 100 111 011] ⊕ [111 000 101 101 010 111] = [111 001 101 101 111 111]
| 340 | KHHLTK | TERSER | THRSTT | [011 001 001 100 111 011] ⊕ [111 000 101 110 000 101] = [111 001 101 110 111 111]
| 341 | KHHLTK | TERTII | THRTTK | [011 001 001 100 111 011] ⊕ [111 000 101 111 010 010] = [111 001 101 111 111 011]
| 342 | KHHLTK | TESLER | THTLTT | [011 001 001 100 111 011] ⊕ [111 000 110 100 000 101] = [111 001 111 100 111 111]
| 343 | KHHLTK | TESSEL | THTSTT | [011 001 001 100 111 011] ⊕ [111 000 110 110 000 100] = [111 001 111 110 111 111]
| 344 | KHHLTK | TESSIE | THTSTK | [011 001 001 100 111 011] ⊕ [111 000 110 110 010 000] = [111 001 111 110 111 011]
| 345 | KHHLTK | TESTEE | THTTTK | [011 001 001 100 111 011] ⊕ [111 000 110 111 000 000] = [111 001 111 111 111 011]
| 346 | KHHLTK | TESTER | THTTTT | [011 001 001 100 111 011] ⊕ [111 000 110 111 000 101] = [111 001 111 111 111 111]
| 347 | KHHLTK | TESTES | THTTTT | [011 001 001 100 111 011] ⊕ [111 000 110 111 000 110] = [111 001 111 111 111 111]
| 348 | KHHLTK | TESTIS | THTTTT | [011 001 001 100 111 011] ⊕ [111 000 110 111 010 110] = [111 001 111 111 111 111]
| 349 | KHHLTK | TETHER | THTRTT | [011 001 001 100 111 011] ⊕ [111 000 111 001 000 101] = [111 001 111 101 111 111]
| 350 | KHHLTK | TETTER | THTTTT | [011 001 001 100 111 011] ⊕ [111 000 111 111 000 101] = [111 001 111 111 111 111]
| 351 | KHHLTK | THEIRS | THHSTT | [011 001 001 100 111 011] ⊕ [111 001 000 010 101 110] = [111 001 001 110 111 111]
| 352 | KHHLTK | THEISS | THHSTT | [011 001 001 100 111 011] ⊕ [111 001 000 010 110 110] = [111 001 001 110 111 111]
| 353 | KHHLTK | THEIST | THHSTT | [011 001 001 100 111 011] ⊕ [111 001 000 010 110 111] = [111 001 001 110 111 111]
| 354 | KHHLTK | THERES | THHRTT | [011 001 001 100 111 011] ⊕ [111 001 000 101 000 110] = [111 001 001 101 111 111]
| 355 | KHHLTK | THESES | THHSTT | [011 001 001 100 111 011] ⊕ [111 001 000 110 000 110] = [111 001 001 110 111 111]
| 356 | KHHLTK | THESIS | THHSTT | [011 001 001 100 111 011] ⊕ [111 001 000 110 010 110] = [111 001 001 110 111 111]
| 357 | KHHLTK | THETES | THHTTT | [011 001 001 100 111 011] ⊕ [111 001 000 111 000 110] = [111 001 001 111 111 111]
| 358 | KHHLTK | THETIS | THHTTT | [011 001 001 100 111 011] ⊕ [111 001 000 111 010 110] = [111 001 001 111 111 111]
| 359 | KHHLTK | THIERS | THKLTT | [011 001 001 100 111 011] ⊕ [111 001 010 000 101 110] = [111 001 011 100 111 111]
| 360 | KHHLTK | THILLS | THKLTT | [011 001 001 100 111 011] ⊕ [111 001 010 100 100 110] = [111 001 011 100 111 111]
| 361 | KHHLTK | THIRLS | THKRTT | [011 001 001 100 111 011] ⊕ [111 001 010 101 100 110] = [111 001 011 101 111 111]
| 362 | KHHLTK | THIRST | THKRTT | [011 001 001 100 111 011] ⊕ [111 001 010 101 110 111] = [111 001 011 101 111 111]
| 363 | KHHLTK | THISLL | THKSTT | [011 001 001 100 111 011] ⊕ [111 001 010 110 100 100] = [111 001 011 110 111 111]
| 364 | KHHLTK | THITSI | THKTTK | [011 001 001 100 111 011] ⊕ [111 001 010 111 110 010] = [111 001 011 111 111 011]
| 365 | KHHLTK | THREES | THRLTT | [011 001 001 100 111 011] ⊕ [111 001 101 000 000 110] = [111 001 101 100 111 111]
| 366 | KHHLTK | THRESH | THRLTK | [011 001 001 100 111 011] ⊕ [111 001 101 000 110 001] = [111 001 101 100 111 011]
| 367 | KHHLTK | THRILL | THRSTT | [011 001 001 100 111 011] ⊕ [111 001 101 010 100 100] = [111 001 101 110 111 111]
| 368 | KHHLTK | THRIST | THRSTT | [011 001 001 100 111 011] ⊕ [111 001 101 010 110 111] = [111 001 101 110 111 111]
| 369 | KHHLTK | TIERER | TKHRTT | [011 001 001 100 111 011] ⊕ [111 010 000 101 000 101] = [111 011 001 101 111 111]
| 370 | KHHLTK | TIKKER | TKKTTT | [011 001 001 100 111 011] ⊕ [111 010 011 011 000 101] = [111 011 011 111 111 111]
| 371 | KHHLTK | TILERS | TKRLTT | [011 001 001 100 111 011] ⊕ [111 010 100 000 101 110] = [111 011 101 100 111 111]
| 372 | KHHLTK | TILLER | TKRLTT | [011 001 001 100 111 011] ⊕ [111 010 100 100 000 101] = [111 011 101 100 111 111]
| 373 | KHHLTK | TILLET | TKRLTT | [011 001 001 100 111 011] ⊕ [111 010 100 100 000 111] = [111 011 101 100 111 111]
| 374 | KHHLTK | TILLIE | TKRLTK | [011 001 001 100 111 011] ⊕ [111 010 100 100 010 000] = [111 011 101 100 111 011]
| 375 | KHHLTK | TILSIT | TKRSTT | [011 001 001 100 111 011] ⊕ [111 010 100 110 010 111] = [111 011 101 110 111 111]
| 376 | KHHLTK | TILTER | TKRTTT | [011 001 001 100 111 011] ⊕ [111 010 100 111 000 101] = [111 011 101 111 111 111]
| 377 | KHHLTK | TILTHS | TKRTTT | [011 001 001 100 111 011] ⊕ [111 010 100 111 001 110] = [111 011 101 111 111 111]
| 378 | KHHLTK | TIRRET | TKRRTT | [011 001 001 100 111 011] ⊕ [111 010 101 101 000 111] = [111 011 101 101 111 111]
| 379 | KHHLTK | TIRRIT | TKRRTT | [011 001 001 100 111 011] ⊕ [111 010 101 101 010 111] = [111 011 101 101 111 111]
| 380 | KHHLTK | TISHRI | TKTRTK | [011 001 001 100 111 011] ⊕ [111 010 110 001 101 010] = [111 011 111 101 111 011]
| 381 | KHHLTK | TITERS | TKTLTT | [011 001 001 100 111 011] ⊕ [111 010 111 000 101 110] = [111 011 111 100 111 111]
| 382 | KHHLTK | TITHER | TKTRTT | [011 001 001 100 111 011] ⊕ [111 010 111 001 000 101] = [111 011 111 101 111 111]
| 383 | KHHLTK | TITHES | TKTRTT | [011 001 001 100 111 011] ⊕ [111 010 111 001 000 110] = [111 011 111 101 111 111]
| 384 | KHHLTK | TITIES | TKTSTT | [011 001 001 100 111 011] ⊕ [111 010 111 010 000 110] = [111 011 111 110 111 111]
| 385 | KHHLTK | TITLER | TKTLTT | [011 001 001 100 111 011] ⊕ [111 010 111 100 000 101] = [111 011 111 100 111 111]
| 386 | KHHLTK | TITLES | TKTLTT | [011 001 001 100 111 011] ⊕ [111 010 111 100 000 110] = [111 011 111 100 111 111]
| 387 | KHHLTK | TITRES | TKTRTT | [011 001 001 100 111 011] ⊕ [111 010 111 101 000 110] = [111 011 111 101 111 111]
| 388 | KHHLTK | TITTER | TKTTTT | [011 001 001 100 111 011] ⊕ [111 010 111 111 000 101] = [111 011 111 111 111 111]
| 389 | KHHLTK | TITTIE | TKTTTK | [011 001 001 100 111 011] ⊕ [111 010 111 111 010 000] = [111 011 111 111 111 011]
| 390 | KHHLTK | TITTLE | TKTTTK | [011 001 001 100 111 011] ⊕ [111 010 111 111 100 000] = [111 011 111 111 111 011]
| 391 | KHHLTK | TRESIS | TRHSTT | [011 001 001 100 111 011] ⊕ [111 101 000 110 010 110] = [111 101 001 110 111 111]
| 392 | KHHLTK | TRETIS | TRHTTT | [011 001 001 100 111 011] ⊕ [111 101 000 111 010 110] = [111 101 001 111 111 111]
| 393 | KHHLTK | TRIERS | TRKLTT | [011 001 001 100 111 011] ⊕ [111 101 010 000 101 110] = [111 101 011 100 111 111]
| 394 | KHHLTK | TRIKER | TRKTTT | [011 001 001 100 111 011] ⊕ [111 101 010 011 000 101] = [111 101 011 111 111 111]
| 395 | KHHLTK | TRIKES | TRKTTT | [011 001 001 100 111 011] ⊕ [111 101 010 011 000 110] = [111 101 011 111 111 111]
| 396 | KHHLTK | TRIKIR | TRKTTT | [011 001 001 100 111 011] ⊕ [111 101 010 011 010 101] = [111 101 011 111 111 111]
